Fraction,Feature_ID,AUC
0.1,0,"[0.0031181678925927825, 0.003968685101042424, 0.0038469978714973374, 0.0021491969505116337, 0.005077881982572752, 0.0026840171746058683, 0.004154611116069407, 0.003901428386041572, 0.0038168185763046703, 0.005297328571902904, 0.003606641341926675, 0.0022550400500804813, 0.004240729890565675, 0.0045810014438636415, 0.0041434016635689686, 0.00537116006192806, 0.0024479719729196825, 0.0028452608374927024, 0.002685957272153927, 0.0014769531500933297, 0.004147712991453778, 0.004204838085925866, 0.00502345146802885, 0.0033802966279811164, 0.0026842327410000477, 0.005179844887045482, 0.005751526964553388, 0.001601011609974834, 0.0030682642723277587, 0.004359506973788507, 0.005189370029036744, 0.0036006606909900762, 0.0059519000126248, 0.006572823296721819, 0.006712957118208962, 0.0048870092160080425, 0.006352312418465678, 0.007813617809199092, 0.006046269410428073, 0.005926019441989561, 0.0057308631065101645, 0.006243424651769525, 0.006667929133526873, 0.005305832596894211, 0.006947775954214475, 0.00634652611202291, 0.004576126751672738, 0.006218385725707987, 0.005074380339182838, 0.0042854437571012705, 0.00490321087404777, 0.004394121112654248, 0.005599040525186116, 0.005225034717838528, 0.00569025375583887, 0.0050356646888019, 0.006244687118629799, 0.0052008374363506915, 0.0073214661448470775, 0.009119744981694322, 0.0055440160781873304, 0.00550943165240092, 0.00644535354668907, 0.0063596576243866165, 0.004882423154222271, 0.004343252976403034, 0.0053806837310372835, 0.005320696585425666, 0.006793340202609577, 0.007552667285581682, 0.0062736556452190895, 0.00409932565470672, 0.0076878424011180835, 0.009254139419104024, 0.0059942257271400345, 0.004966384754287345, 0.006462798788014701, 0.00485028718335867, 0.007843319288723838, 0.006196733353057038, 0.004213688903398238, 0.0059198539088562985, 0.0067420246681833, 0.005929647728548093, 0.0061626590220462685, 0.008645902408667583, 0.0072494669509595155, 0.005614613195131679, 0.004772752777466138, 0.0074559533161262515, 0.004816841251638504, 0.00873318723087746, 0.00575827754988989, 0.005536366824958061, 0.008135966494278724, 0.008027654160064124, 0.006895919827728525, 0.005859852753268391, 0.006224279707430225, 0.007778173022786716, 0.005498846188608186, 0.0074696124304829414, 0.009554495303908728, 0.006515427407726149, 0.009110466557711638, 0.006992519919104434, 0.00606486882702606, 0.00932501826280685, 0.007893326136004353, 0.00661980111160565, 0.004599387397875354, 0.007851866869319268, 0.0056387712136701795, 0.006644987616116871, 0.007252780465719977, 0.00758839322953575, 0.007729147439931805, 0.006179192754910079, 0.006325543966308356, 0.005885039257779612, 0.004880159130938089, 0.005687104071469329, 0.007517356193010083, 0.008155563219240158, 0.007052095265074554, 0.0047266117344697545, 0.005510565620984287, 0.005859639615228507, 0.007311873647735889, 0.005213632052813666, 0.0050492049611411405, 0.00542712041153981, 0.00605670579251405, 0.005611459398209173, 0.006605104013991836, 0.004265969545064641, 0.0033205650872634163, 0.004411613766714617, 0.005748379335969278, 0.0034845816244001293, 0.004871434847047884, 0.003266371888509756, 0.007559540671585263, 0.006441498031391046, 0.005986295689587973, 0.004967709885742577, 0.005351783654181652, 0.0060827760055507385, 0.0068452784175586645, 0.006543418194955741, 0.0035469740011179196, 0.002763433240581259, 0.005554608873825084, 0.006411817635849415, 0.0037098956179485443, 0.0056322252308228515, 0.005483226762369231, 0.004170294651224982, 0.005123199082318841, 0.006309264296683548, 0.006651420472846725, 0.003198583579412717, 0.005814784721110966, 0.0065482437091267665, 0.0038674142219764507, 0.005888452722598858, 0.005713478231053726, 0.004660721967195469, 0.00458300170610515, 0.0040729365166775056, 0.004150864585952485, 0.00641576599135929, 0.004525958359395843, 0.005725946722137443, 0.00729510632505781, 0.004184009991417548, 0.006683942453757363, 0.003671866720142525, 0.0047298181886189505, 0.004660202446733597, 0.005437868872361862, 0.004681619337429943, 0.003330180661786919, 0.005026455026455046, 0.0048988795287833176, 0.0043280697425774894, 0.005148155980872593, 0.004628552630033034, 0.005669325876579756, 0.002186994544507437, 0.005458723500914475, 0.004996984401129501, 0.003986758779505051, 0.004734000681446915, 0.0052760252057070245, 0.006347639804338501, 0.0024978557917121336, 0.0034454196186247676, 0.0025717771276616563, 0.0028821488295951436, 0.003745315051754794, 0.005754408844712233, 0.003500052870889281, 0.005008929305746479, 0.0019163739185945605, 0.0038399931072025106, 0.006483635480674765, 0.00036461331798121055, 0.003430635351434841, 0.004650777985345078, 0.0036518246329038107, 0.0030274500648376224, 7.993686256702048e-05, 0.001148510848151374, 0.002638656620844837, 0.0011224996468399695, 0.0010676223562682274, 0.0014440446191497092, 0.002843785606796878, 0.001833895429049548, 0.0013756330449684606, 0.0013759502547407987, 0.003943551886636865, 0.0013752100986056393, 0.0035529609206019774, 0.0037537547063356547, 0.00024953835404506464, -0.00038403529741160014, 0.003307863503366315, 0.0006649774188939306, 0.0021791253976753966, 0.0011591902438117252, 0.0029071218246244923, 0.002681374203486353, 0.0023153141264931065, 0.0006291327146473735, 0.0033665473112033384, 0.0019093913548073882, 0.0018986062225561096, 0.003602657118229602, 0.005803293627272055, 0.004675499454718346, 0.003947332339099718, 0.005676834709017919, 0.003965051353500559, 0.006475561471268709, 0.0052235232572609425, 0.004975246115000553, 0.005397443821231973, 0.005718390016601127, 0.0065570900315776726, 0.003935625133156262, 0.005893998105752973, 0.004888022157205629, 0.0055675674535455855, 0.006913685196396235, 0.006388970335416744, 0.006200283926111605, 0.006679013725907845, 0.0074841741779115845, 0.005365064431820721, 0.00245028656286983, 0.006452674411001058, 0.005884400306285786, 0.005026715633022261, 0.0054024009264512785, 0.006143224480927745, 0.003961043481195636, 0.0063128207616222065, 0.005724612765706016, -3.2974376711014663e-05, 0.002609791065974809, 0.0004761918719312641, 0.004720779258844843, -0.0002624341663951535, 0.004021408430888607, -0.0010260788587975744, 0.001893776028821459, 0.0001780616342395014, 0.0037771886821053036, 0.0035041817790503194, 0.0008138913616764221, 0.0028244908965597837, 0.001888437320211267, 0.002397812929975429, 0.0013131129570249644, 0.0006226399767528257, 0.001176923547180353, 0.0012445471895780047, 0.00019114670436293224, 0.0024691003920077614, 0.002321605481576672, 0.0010634498190701391, 0.0032241612784092988, 0.00013817834050344757, -0.0013531009313219045, 0.0008172411396278889, 0.0032000847493822704, 0.002945606305622017, 0.0026578394434679797]"
0.2,0,"[0.006919186805096289, 0.008201775620396479, 0.007353256059987379, 0.00595100220133038, 0.007895493231990014, 0.006661081594788509, 0.005963475001133922, 0.004776212129362745, 0.007740097440781746, 0.007273382676045714, 0.006679566653270963, 0.007843386990105006, 0.007381497854045516, 0.007263388614469735, 0.005861002908034596, 0.007583040367570515, 0.0065646217603680945, 0.00607425350425006, 0.0076015254260527465, 0.0065307368814098155, 0.007426036033470473, 0.0063510283599296224, 0.004812892181215722, 0.006189673049153632, 0.007261226310909641, 0.007104512041921196, 0.006580865406623615, 0.004955314151063761, 0.007222594911941438, 0.005945781029319863, 0.0078667925964101, 0.007241430760127843, 0.007844992238131399, 0.00642532885866598, 0.006793582392755182, 0.007231393185092916, 0.009171468234786762, 0.008184492302068747, 0.00481510839064947, 0.006040136916705907, 0.00710448582365053, 0.005371514177604397, 0.009097859351198334, 0.008769651559175085, 0.006981603948029158, 0.007352628271060202, 0.008707674761239237, 0.004853428924506242, 0.005302767244423245, 0.006921247800228736, 0.007239025924442366, 0.008211285308346361, 0.007432902731820179, 0.0041407349575175445, 0.006506152249310726, 0.0059513932520102175, 0.0053845577972458925, 0.007040888375578591, 0.007219473564739176, 0.005474922112077341, 0.005262833799063005, 0.007993405909517248, 0.008782190607309337, 0.006319985622878388, 0.006263684110708989, 0.0067157867903226975, 0.007403828154465053, 0.007722630984520307, 0.0076805457322479675, 0.00931564615437075, 0.00858843963458411, 0.005925465199569047, 0.005262680109766826, 0.0063108411097554384, 0.005309171121863021, 0.0068997784927402606, 0.00834417611317917, 0.006589992101394659, 0.005818574294071732, 0.0055271025438549115, 0.003988057931848088, 0.00615113231613551, 0.006972319840540142, 0.00654580642874103, 0.006556410990178008, 0.0068149932310109795, 0.006059482265843297, 0.006845398096773092, 0.005488347226333068, 0.007413023897353543, 0.0053530375534205366, 0.007010218699225357, 0.005936753979668974, 0.005866767834553532, 0.008242712363854876, 0.007747651931308441, 0.0088678944206656, 0.007819933126871792, 0.0072136014282331296, 0.007485913031925806, 0.006059448923832922, 0.008059675643872666, 0.007737156588249361, 0.0074934428603612435, 0.007050266040185105, 0.006698040264158878, 0.00848732863967161, 0.006403525981415248, 0.005717331684610527, 0.005819242239325728, 0.005931029247091546, 0.010520201807654117, 0.00608758263213105, 0.005489193355266875, 0.008645764481820195, 0.007603837365608324, 0.00805601387798971, 0.007791335251067344, 0.0059691941309424346, 0.009211404162406844, 0.0051284256261391326, 0.0033192233100288737, 0.005370059502750935, 0.004987581522823303, 0.004182434993729722, 0.0027233947150956395, 0.004579572313487934, 0.003904861211473931, 0.0052209320549951865, 0.004060773372274062, 0.004171426864935102, 0.006372017205814373, 0.005581938734204761, 0.0063865403064271575, 0.0046064659350730786, 0.005180550750852553, 0.004969325467643948, 0.006698092149591162, 0.004078620709799696, 0.005041695740115815, 0.004190009894237012, 0.003954969995764723, 0.003985787306821087, 0.003930256201663762, 0.0043319439112951, 0.00585531634855363, 0.004293633443262168, 0.004434831768544201, 0.005982999743434414, 0.004351426119434065, 0.0063484903448310925, 0.007198344978418425, 0.0066482395680540485, 0.007181127076005711, 0.008276369677565176, 0.007830123706028425, 0.00636838950838281, 0.008377731863371207, 0.0069276690377424455, 0.006538150140108945, 0.008061816212692419, 0.007606921859638516, 0.008211625107118925, 0.00881425169156036, 0.0073459720623103575, 0.0053293219563741445, 0.0061378799110451965, 0.005671892497200348, 0.009461145371669866, 0.007015992934088167, 0.005912469967246481, 0.00814385754617264, 0.007012943656714454, 0.007723898448548705, 0.009957494124883448, 0.006962288850685394, 0.0073190017296762555, 0.006015409365487279, 0.0071209301347465725, 0.005369015135981869, 0.004377775660688643, 0.004274182168949592, 0.005605687406021964, 0.004481780237712063, 0.004994480666196677, 0.005772048482165393, 0.005549368722021164, 0.004909052005474535, 0.00523375799470982, 0.005308986601805787, 0.00432137989819692, 0.0031980893578140712, 0.00481170187149671, 0.0052603500740622255, 0.0043412918416734225, 0.005036822450518508, 0.005382981953047761, 0.005542611507654227, 0.004888240812937705, 0.0056443808084424285, 0.003919852346387698, 0.004101346499573055, 0.005863103872721376, 0.0038949559938342704, 0.006170595665660694, 0.0050099220572024095, 0.005156371189869002, 0.0066363296003707495, 0.00606245454295995, 0.004892480129935928, 0.008982115676102409, 0.008132545169330152, 0.007292022300211531, 0.006764323504662939, 0.0068534120429768475, 0.006698668080980519, 0.010445938043058267, 0.007639622396975909, 0.008871942672459499, 0.007467530457177074, 0.007143043204684951, 0.007947108631222055, 0.005882138799622294, 0.007403369628505518, 0.00639099502235807, 0.007770372771211731, 0.005973816190008141, 0.0073954429371096975, 0.0066828947657788795, 0.007040530000471779, 0.006437674427244411, 0.00731155879213663, 0.006545151822028639, 0.008564669951786397, 0.006362731163138569, 0.009729172978661715, 0.007108373938276902, 0.006307751418103691, 0.006178922666024378, 0.007163727332064607, 0.005438057257080797, 0.006960782680974553, 0.0068257620352796256, 0.00656751736879535, 0.0073930942878073225, 0.008144715442988226, 0.005611083318760923, 0.007139813811894102, 0.0053771258211997575, 0.007519521012190777, 0.006540828172176494, 0.006394304482738922, 0.006383949074450612, 0.006392382860582302, 0.006156610497650927, 0.0072885260154545994, 0.005103054461120582, 0.00556419040030165, 0.007443803761383205, 0.005267940317832065, 0.007154439491641185, 0.005869247917655418, 0.00621383213520188, 0.005744262409889123, 0.006340952778697728, 0.006726665048233604, 0.006889068809659671, 0.005713009360648669, 0.005836847232960074, 0.005604517776392703, 0.004190517251136727, 0.006695304517471468, 0.0060188362595424705, 0.004754030718763791, 0.0045782832518221905, 0.005065087271788116, 0.005937470738766937, 0.00645421768196508, 0.005311627629395188, 0.004801131657284241, 0.005344451658642502, 0.00668100188403753, 0.006463066793298333, 0.006301647683951028, 0.007247010595267334, 0.007019326047565166, 0.004379486936756605, 0.0057731447992436236, 0.0061298102894585815, 0.007698058031649135, 0.007120421999713966, 0.006435747734473085, 0.006663072143923698, 0.006082940868386011, 0.007423838476965039, 0.007531777055900801, 0.006303165409441203, 0.005305222313342961, 0.007676681253980799, 0.003746312441541999]"
0.3,0,"[0.0052090456849906985, 0.0052591551258028835, 0.007942069097273019, 0.0060445766600584205, 0.007095459062887555, 0.00595455192886063, 0.0076106176229865374, 0.005868149424724356, 0.005220313524871956, 0.006077011520617126, 0.007718883276128019, 0.006227162861275226, 0.007177460620138576, 0.0072302837815503285, 0.007781133666927675, 0.005129946628902982, 0.006137598282700996, 0.005785085976803939, 0.004013439382702599, 0.006661346358436959, 0.004890018331536683, 0.007674909203628344, 0.005758585905208946, 0.006815910444766149, 0.005685563223507439, 0.006228968075413288, 0.006688955515842365, 0.006533813289037904, 0.007520109141594955, 0.007153863049706666, 0.007369584120113015, 0.007824859081917546, 0.007087524667765077, 0.005037838657318994, 0.008874471951269891, 0.006084339385872606, 0.006228724208075187, 0.007045285165692694, 0.007054552172310102, 0.008470379557848573, 0.006268175509654639, 0.0063747287318091095, 0.006154865818256305, 0.006985495040601197, 0.00902387784821912, 0.006587939299787515, 0.006911439972738909, 0.007164402644009971, 0.007380887322940843, 0.007135028199813487, 0.005471224509860262, 0.007278811418590103, 0.0057140756158584605, 0.007200279032924306, 0.005170376519751496, 0.006351243059607881, 0.006307997028726864, 0.007719358665758347, 0.007451217077281469, 0.006820216068647023, 0.0069823558886372705, 0.006145434799481153, 0.007007775500078917, 0.006874292816422489, 0.005988601266025073, 0.00553699297743393, 0.00549711581336676, 0.006903338705455453, 0.00669903065914268, 0.006691112295615698, 0.008434519556502984, 0.006566380235916713, 0.006056632611520785, 0.008032276200889976, 0.008104908757624485, 0.005006985756266902, 0.007075105368926082, 0.005706179633569453, 0.004888471870929112, 0.006388502402997376, 0.005872667388022279, 0.0074388031771611685, 0.0064743916794501866, 0.007938956027733979, 0.005802115482364756, 0.008255488448415393, 0.008985559187698722, 0.007124886432119282, 0.0056027534408975566, 0.0066251259328924395, 0.007155743993361385, 0.007969563532189361, 0.008636741689498018, 0.008489825140413854, 0.00909114652716414, 0.009134336369555185, 0.007648878665802328, 0.008684781360222438, 0.0073209706508337025, 0.008796201293420514, 0.009517782371394334, 0.006699344190849277, 0.007907639364747143, 0.006237532759558406, 0.00884256702812447, 0.006299502788261302, 0.006306829124679836, 0.0069427299020990985, 0.00842396836985515, 0.009403656623807155, 0.007758383891360521, 0.008294662544931719, 0.006539036153601296, 0.00814859442917304, 0.0086379226169645, 0.007675673107445102, 0.006254306515708796, 0.006996330250699789, 0.007510320331505338, 0.007973931817283897, 0.004448144453588876, 0.004140438133194868, 0.003954012247344929, 0.008272028778364082, 0.0031404624405040327, 0.006444161035085272, 0.006845138505562565, 0.007016512020336929, 0.006263323036409529, 0.0061313674090763826, 0.005140541881633376, 0.00506041390784151, 0.0063456395993448655, 0.007429165846721708, 0.00572693243341027, 0.006465034121967306, 0.004326049118832054, 0.005844697155607204, 0.005143533729558003, 0.007405941190654075, 0.0069290615860602145, 0.005820401487830806, 0.005390821019880865, 0.00576112331805767, 0.004202277417923006, 0.006565744146851071, 0.004384640444140109, 0.005866245445522611, 0.006092287123151574, 0.00573555873423548, 0.006086139897552245, 0.007135904912364488, 0.005186454484166325, 0.00502174883161266, 0.007338340337875615, 0.006461439403489866, 0.0067644363203844815, 0.0059135359409133725, 0.005970372988424288, 0.007827124757898485, 0.006944548395427574, 0.007375360682322696, 0.007534166254429597, 0.005145910644783203, 0.007495301395855081, 0.0081069233624953, 0.0065803987409156495, 0.0057805535665939045, 0.006657265320043737, 0.00783547236670723, 0.005602522481848671, 0.007258056678088098, 0.006164129738488788, 0.0056453956115083415, 0.007243525217428659, 0.0052330402896983985, 0.003892504175991962, 0.005388014947847908, 0.006491448229489882, 0.006608149219490156, 0.005336453514836359, 0.003844066056692741, 0.006396233383689887, 0.006005141077795595, 0.005350252762488239, 0.006548906661160148, 0.005578528050943721, 0.005596993654062077, 0.004921665056245028, 0.0055655398323275485, 0.005994092276438878, 0.006363310306455983, 0.004314815518751569, 0.005903162992082156, 0.005416063654824388, 0.006179888449891036, 0.007079778058260433, 0.005812080905153616, 0.006375287677288122, 0.005930009228570121, 0.005943103233582159, 0.00640771708467458, 0.006061172605526743, 0.005961510066480491, 0.005806873863662965, 0.005025429756645994, 0.0049399190865714315, 0.005467710924144886, 0.006024993658105493, 0.005188611149449018, 0.004594413159235589, 0.005556035646864577, 0.0038529936305918833, 0.005822395320417728, 0.005164140387370342, 0.0037686035281153663, 0.005222103222672914, 0.0036473147481939083, 0.004967816611947007, 0.005109720601661039, 0.004854281286444495, 0.0051709595444646705, 0.006546293740797626, 0.005427600099098484, 0.0038502150060818474, 0.0060015013308640786, 0.005191404882016637, 0.0033723401252866436, 0.00449729477243177, 0.005514113604584869, 0.004883984661119056, 0.005811341491035016, 0.0037227744242974703, 0.005719974492955027, 0.004912353325330243, 0.005678428596351037, 0.006224871193766579, 0.003960947439611506, 0.005257727858312133, 0.00547961740597358, 0.005247538483397318, 0.004230790704581766, 0.00684451067438141, 0.005458915647899576, 0.005339776865069146, 0.00484939365220427, 0.004663653349385677, 0.0058482747466684915, 0.005019865202302243, 0.005923201456655591, 0.004063271349518671, 0.004644145244594777, 0.005966551488548633, 0.006454726459527382, 0.004726357971927886, 0.0057662627685977075, 0.0036132269296113018, 0.0050306466185700005, 0.006188296762013601, 0.003639194437138893, 0.005429582638032282, 0.004345359489497991, 0.004933731959962717, 0.004691203233452068, 0.005031851114144281, 0.005774788707858636, 0.00619127257460883, 0.004064641168015193, 0.0037604351828338656, 0.003577044827262843, 0.007202087367566001, 0.007008841694401746, 0.008697453446326997, 0.00813251837058726, 0.008192950974668323, 0.006971807947541486, 0.007262415976725944, 0.008560203260615129, 0.008777078890824352, 0.007715186752692449, 0.007864338579360974, 0.008856785220260455, 0.007676673966956038, 0.006928638500343309, 0.009591393787075297, 0.007857301589708099, 0.0077577900053207305, 0.00714033749448606, 0.006308135471826404, 0.006800320322844611, 0.005343247484986824, 0.006692974454410305, 0.0095537360706891, 0.007216034241968594, 0.007917387544052357, 0.006237684690357792, 0.00876161831257205, 0.00919258482010632, 0.006287012947876147, 0.007017011073194412]"
0.4,0,"[0.007242717298614587, 0.0060848687984659255, 0.007451797700045226, 0.005925017114778219, 0.007362627227319618, 0.007531870075312863, 0.006768554677540339, 0.005543932524393225, 0.006719163144882412, 0.005255763149782378, 0.007415711402252723, 0.0056291693887693395, 0.0052312562487549785, 0.007468124779735796, 0.006496412803176144, 0.006706131439074059, 0.006891108720466943, 0.00631872962998159, 0.0067281440156014005, 0.008631346172083942, 0.006804191606166965, 0.005396324522324192, 0.0068199976781289084, 0.006955635527636672, 0.0073480390109225135, 0.007802390313122132, 0.008493285636638759, 0.006264727178926899, 0.007012256042526976, 0.007428443528617157, 0.006905254394349414, 0.007190428338485488, 0.006564972636108557, 0.007973842331997938, 0.008921049176905171, 0.006900943884023625, 0.006656369845187138, 0.005933806652222873, 0.0064473656927726, 0.007067810999232038, 0.007821561617436967, 0.007503309902864519, 0.004615307230478871, 0.005597482191018632, 0.006308598657017828, 0.006439150213304767, 0.006496553913789671, 0.007182605318227786, 0.006046043445365412, 0.0053189604304964, 0.0075464280880963575, 0.007405182018330181, 0.007670863821690577, 0.0060936225836204505, 0.007976000857653931, 0.006346784938174199, 0.006802116113897583, 0.006577505166888931, 0.0076761816439894215, 0.006291788320845648, 0.008644121133408178, 0.007362217103300428, 0.008168503262945381, 0.008549122617986238, 0.008976540243978981, 0.007490830072976906, 0.007708096476050752, 0.00866185971852984, 0.008373625810898733, 0.00805658233477824, 0.008228748632006289, 0.006803547111477126, 0.009805810870876286, 0.008277106845323234, 0.007717528532629414, 0.008732201929734229, 0.008232638614866006, 0.007045851576815587, 0.007496648592178468, 0.008372125106851258, 0.008078171410548007, 0.008329855276182574, 0.009132192214650225, 0.008835493809628447, 0.008569730970496847, 0.007760311762051053, 0.008040068008221546, 0.008110647172696606, 0.008897707207243255, 0.007906933180296782, 0.008229928051436741, 0.008635094231904006, 0.008531991292949348, 0.00817266935946337, 0.005862955749353249, 0.008642393083544309, 0.007267851499375921, 0.007558553572185822, 0.008838829421894845, 0.008190143982368503, 0.006607451935729869, 0.007214222254614211, 0.007970306033923458, 0.007710877142958705, 0.008158744269336049, 0.008308417344714214, 0.0075799373428215855, 0.008372149105842497, 0.008440609137650656, 0.007844527374316401, 0.007021761659356085, 0.008367021262993268, 0.0089077023449452, 0.00742988467388217, 0.0072759561548924045, 0.006355861318835365, 0.007761229895925759, 0.007864133048795297, 0.007222639908330608, 0.008397648469830599, 0.005486205403337552, 0.00717740671626943, 0.005454006086671459, 0.008323088943898549, 0.007873786050547893, 0.007714158530557902, 0.008593577684372855, 0.007211198885477166, 0.006668496911281241, 0.006988963045755248, 0.007052914100687757, 0.006273640613895792, 0.0052346071041619036, 0.00661192431791513, 0.006838484554826385, 0.0077361820206571785, 0.007288636530730308, 0.007761713735568998, 0.006764443239785867, 0.00749891939435543, 0.00555586308287126, 0.00809219772776304, 0.006611601798185873, 0.007617455267994511, 0.004717963407701253, 0.0067772321343652075, 0.006497969540841697, 0.007924230769053686, 0.00911713909992895, 0.007739821886175724, 0.00964436319267159, 0.009125446113402269, 0.007017296482520585, 0.006884686227307535, 0.008920171004317634, 0.009997065053290344, 0.01003362939628405, 0.009588455090592252, 0.008901330274428076, 0.008883051369354633, 0.00852462673502441, 0.006353409002077259, 0.007566735021583559, 0.008481222501533159, 0.009174573120604768, 0.007355279839518669, 0.009438990090886556, 0.008522647282473428, 0.008136523378124982, 0.008616961990316918, 0.008578574983093223, 0.008868979617557504, 0.008425085749819261, 0.006379919293995617, 0.007018936227042971, 0.008669401150797396, 0.008318698341269415, 0.006108276995260842, 0.009146318558616695, 0.008407754107517484, 0.00710110395360708, 0.005922720871249898, 0.008988672673478026, 0.0061130454091085085, 0.006290452380185441, 0.00609218720214344, 0.006170128248929596, 0.005184036712556406, 0.006673985961106466, 0.006163461543538973, 0.006703543888571639, 0.006436631447099939, 0.0063249212272650235, 0.007531040444327175, 0.0058933345619434085, 0.008258925860427313, 0.005843255063131547, 0.005806178940181206, 0.006513787010775984, 0.007459997127375884, 0.004322836990736212, 0.0077530945394269635, 0.005877611698338447, 0.0071481933360402206, 0.007338669689962551, 0.006744996274565596, 0.006046140730058269, 0.006422413542731875, 0.007429435893752889, 0.007027011113991732, 0.00989471754027349, 0.00870139707742179, 0.008283671878754229, 0.008626947800092988, 0.01041068753402652, 0.008841958949992623, 0.008759476622702489, 0.010853317167782817, 0.008659911687936006, 0.010271703228375118, 0.008519646846793405, 0.010687791453838247, 0.008210496536217637, 0.00857074285315984, 0.008432636440396601, 0.009008950018983719, 0.008391091644624704, 0.008800717786347612, 0.007696711373637033, 0.00710736801639511, 0.008632479185357478, 0.00912042261367585, 0.008991405362618665, 0.0086243141214285, 0.008421322843327306, 0.008210305115963656, 0.009125861589162843, 0.00878163516725372, 0.008708090185606365, 0.008144311333293408, 0.006567592981796877, 0.004742271513818785, 0.007782677127547322, 0.006433895466370965, 0.0069166211991249504, 0.005593483849467673, 0.0063509803930076325, 0.00653638725332184, 0.007194218734841162, 0.005295915173429533, 0.006228096743885025, 0.005129256730560305, 0.00659998199047529, 0.006534237627618844, 0.004825692768158141, 0.008237398562154219, 0.005779107644485748, 0.004690687070729838, 0.007394968795126022, 0.00626529118494501, 0.005893701758405756, 0.0057216856857265075, 0.006486880124367489, 0.0051567745690680455, 0.00806302907662615, 0.006082231163700991, 0.005872343550734405, 0.006638931630503775, 0.005641643353745951, 0.005237198180225389, 0.006542644717604684, 0.00598793161936273, 0.006731930672303044, 0.008948846500371754, 0.0068431438804713585, 0.006945397159947908, 0.006686209170894575, 0.007572194244091168, 0.0064235791366963335, 0.007016512863399882, 0.006544992470940425, 0.005949936481334461, 0.0068433760029763535, 0.005280959422001796, 0.007934650219571182, 0.005167776488576581, 0.004565285946739661, 0.006776644098832274, 0.005987175563203717, 0.005645962112964642, 0.006066879799339953, 0.006519903344188727, 0.0077264429646818344, 0.006699181502886842, 0.006841651664367787, 0.007872196001590392, 0.004721298798368023, 0.0061750820470153345, 0.005872367772243869, 0.006804644705003637]"
