,Highest Ratio,Average Others,T-Statistic,P-Value,Label
317,0.4745762711864407,0.42627118644067796,-4.07489509276445,0.02667808711215743,Original
318,0.4745762711864407,0.3206920903954802,-6.4099048762033455,0.00769333223799094,Original
319,0.288135593220339,0.2196327683615819,-3.2102314527592526,0.04894759775912512,Original
320,0.5254237288135594,0.3799435028248588,-4.547561092589984,0.019918871326456516,Original
321,0.3898305084745763,0.3415960451977401,-2.7606608826884482,0.07011354688774671,Original
322,0.3898305084745763,0.33778248587570625,-2.679574844992895,0.07507605335291008,Original
323,0.4576271186440678,0.36687853107344637,-2.7295669647405267,0.07196693599133859,Original
324,0.5084745762711864,0.3924435028248588,-4.124951949583921,0.02583406935919925,Original
325,0.4406779661016949,0.3293079096045197,-5.9823754058047705,0.009349794795095102,Original
326,0.4406779661016949,0.3120056497175141,-4.032355280571854,0.027423480466249588,Original
327,0.559322033898305,0.3836864406779661,-4.836938005621383,0.01685256521081953,Original
328,0.4406779661016949,0.3209745762711864,-4.989071878278333,0.015485018365118487,Original
329,0.43333333333333335,0.3389830508474576,-6.817746450746516,0.00645497746167015,Original
330,0.4067796610169492,0.3292372881355932,-5.0198252557428855,0.015226316305783671,Original
331,0.3898305084745763,0.3586158192090395,-4.20590123701231,0.0245406514009237,Original
332,0.4745762711864407,0.36730225988700566,-5.386626427441342,0.012534293739746833,Original
333,0.5,0.385593220338983,-9.000000000000007,0.002895812161864139,Original
334,0.5084745762711864,0.3543785310734463,-13.59402614992177,0.0008610534762829226,Original
335,0.3898305084745763,0.2635593220338983,-2.8494467148061093,0.10425518121888491,Original
336,0.423728813559322,0.3543785310734463,-12.120686030907725,0.0012087821339881704,Original
337,0.45,0.34745762711864403,-9.372619697821948,0.00257258879538172,Original
338,0.576271186440678,0.3879943502824859,-9.187860980455177,0.0027265288821396168,Original
339,0.4745762711864407,0.3543079096045198,-3.2679435909119663,0.046849662447178565,Original
340,0.5254237288135594,0.4048728813559322,-6.267903613009531,0.008197342653735116,Original
341,0.3898305084745763,0.3246468926553672,-2.4329184228681733,0.0930869236120761,Original
342,0.45,0.364406779661017,-7.823426359338976,0.004348181653136324,Original
343,0.4576271186440678,0.36313559322033895,-3.4592703994453387,0.04066170197907394,Original
344,0.3898305084745763,0.27429378531073445,-13.77956011482232,0.0008271633740114473,Original
345,0.4406779661016949,0.34562146892655365,-2.1945120664549007,0.11576447779308814,Original
346,0.4576271186440678,0.37535310734463284,-2.7799229360270217,0.06899512300862856,Original
347,0.3728813559322034,0.28691148775894537,-2.3579139690812547,0.14242127080654132,Original
348,0.4406779661016949,0.328954802259887,-8.470193664445993,0.003454751941090446,Original
349,0.4666666666666667,0.4110169491525424,-3.8450462874172215,0.031043679643556813,Original
350,0.4745762711864407,0.3502824858757062,-8.315218406202995,0.003644917117727713,Original
351,0.4576271186440678,0.3632062146892655,-2.5878167974480393,0.08122750520425058,Original
352,0.5166666666666667,0.4110169491525424,-9.907502030846539,0.0021871339690660045,Original
353,0.4576271186440678,0.417725988700565,-3.7729601826121053,0.03259975536350789,Original
354,0.4915254237288136,0.3757062146892655,-6.25244138363679,0.00825481406798463,Original
355,0.423728813559322,0.3332627118644068,-9.283339926398568,0.0026454980508478078,Original
356,0.4915254237288136,0.36320621468926556,-4.276430704251948,0.023481122723639215,Original
357,0.5084745762711864,0.40543785310734465,-3.1308652437968307,0.05203060761024695,Original
358,0.4576271186440678,0.3670197740112995,-3.3865448130535376,0.04288388807797634,Original
359,0.4745762711864407,0.3963983050847458,-2.355804437045393,0.09977877653717733,Original
360,0.4067796610169492,0.2953389830508475,-13.691233125567791,0.000843071969469656,Original
361,0.4666666666666667,0.3983050847457627,-3.3886778033477842,0.042816545584287505,Original
362,0.5166666666666667,0.3855932203389831,-3.8368077899595163,0.03121662594701848,Original
363,0.5254237288135594,0.30430790960451976,-4.336743966663418,0.022621526682653798,Original
364,0.4745762711864407,0.35007062146892653,-7.021230179838503,0.005934606781342949,Original
365,0.4915254237288136,0.37521186440677967,-3.216398138197251,0.04871783239364945,Original
366,0.423728813559322,0.3418079096045198,-3.841143835488625,0.031125448001670088,Original
367,0.423728813559322,0.34187853107344635,-3.1832852004313463,0.04996780945878653,Original
368,0.5,0.3686440677966102,-5.6286160538198615,0.011091567639778482,Original
369,0.4406779661016949,0.3332627118644068,-6.9539103841401015,0.0061004380937106,Original
370,0.4745762711864407,0.37584745762711863,-2.9318808768994544,0.06090803764359439,Original
